,City,Make,Mileage,Model,Price,State,Vin,Year
11302,Louisville,Mazda,85209.0,Mazda34dr,6000.0, KY,JM1BK123741131653,2004.0
11303,Highland Park,Mazda,73933.0,TributeFWD,7909.0, IL,4F2CY0C79BKM01682,2011.0
11304,Livonia,Mazda,43657.0,CX-5Touring,17442.0, MI,JM3KE4CY1F0539360,2015.0
11305,Wellesley,Mazda,24092.0,Mazda3i,12489.0, MA,JM1BL1VP9D1804888,2013.0
11306,Austin,Mazda,4546.0,Mazda6Touring,21980.0, TX,JM1GJ1V54G1456450,2016.0
11307,Laurel,Mazda,38365.0,CX-5Grand,19250.0, MD,JM3KE2DY8F0445933,2015.0
11308,Houston,Mazda,3027.0,CX-5Grand,30999.0, TX,JM3KFADL7H0100228,2017.0
11309,Paterson,Mazda,87325.0,MAZDA64dr,6700.0, NJ,1YVHP82AX95M14464,2009.0
11310,Miami,Mazda,4000.0,Mazda6Touring,20698.0, FL,JM1GL1V45H1129249,2017.0
11311,Newhall,Mazda,110056.0,Mazda35dr,8995.0, CA,JM1BL1H62A1131747,2010.0
11312,Austin,Mazda,47416.0,CX-5Touring,17998.0, TX,JM3KE2CY2F0540943,2015.0
11313,Abbeville,Mazda,45768.0,Mazda6Touring,16225.0, LA,JM1GJ1T62F1163995,2015.0
11314,North Huntingdon,Mazda,122731.0,Mazda34dr,6999.0, PA,JM1BL1UG1C1534555,2012.0
11315,Norman,Mazda,35072.0,CX-9Grand,23495.0, OK,JM3TB3DV0E0426784,2014.0
11316,Phoenix,Mazda,100508.0,CX-9AWD,13950.0, AZ,JM3TB3CV2C0333831,2012.0
11317,Bourbonnais,Mazda,77057.0,Mazda64dr,9999.0, IL,1YVHZ8DH1C5M20584,2012.0
11318,Fayetteville,Mazda,40116.0,Mazda3s,17999.0, NC,JM1BM1M39F1256910,2015.0
11319,San Diego,Mazda,6638.0,Mazda6Grand,27490.0, CA,JM1GL1X53H1101276,2017.0
11320,Cincinnati,Mazda,36304.0,Mazda6Grand,16995.0, OH,JM1GJ1W66E1135739,2014.0
11321,Mesquite,Mazda,6321.0,Mazda6Grand,26777.0, TX,JM1GL1X56H1105001,2017.0
11322,Arlington,Mazda,21558.0,Mazda6Sport,17299.0, TX,JM1GJ1U6XF1169266,2015.0
11323,Countryside,Mazda,56654.0,Mazda24dr,7900.0, IL,JM1DE1KZ7C0135016,2012.0
11324,Lunenburg,Mazda,96763.0,Tribute4WD,9990.0, MA,4F2CY9C73AKM00045,2010.0
11325,Frankfort,Mazda,42550.0,CX-5Touring,18990.0, KY,JM3KE2CYXG0620055,2016.0
11326,READING,Mazda,23850.0,CX-5Sport,17999.0, PA,JM3KE4BY6F0518537,2015.0
11327,Sanford,Mazda,68993.0,Mazda3i,10695.0, FL,JM1BL1V71D1788671,2013.0
11328,Saint Peters,Mazda,3562.0,Mazda3,18490.0, MO,3MZBN1V76HM138511,2017.0
11329,Ramsey,Mazda,25784.0,Mazda3s,17995.0, NJ,JM1BM1M30E1217492,2014.0
11330,Daytona Beach,Mazda,16122.0,CX-5Sport,19267.0, FL,JM3KE2BYXG0868890,2016.0
11331,North Sussex,Mazda,31760.0,CX-5Touring,20995.0, NJ,JM3KE4CY7G0618811,2016.0
11332,York,Mazda,73390.0,Mazda2Sport,6990.0, PA,JM1DE1KZ7E0173011,2014.0
11333,Lancaster,Mazda,90727.0,CX-9AWD,12595.0, PA,JM3TB3MA9A0204929,2010.0
11334,Duluth,Mazda,43152.0,Mazda6Grand,18490.0, GA,JM1GJ1W59F1180358,2015.0
11335,San Antonio,Mazda,7459.0,Mazda3i,18491.0, TX,3MZBM1N7XGM292589,2016.0
11336,Edmonds,Mazda,26697.0,CX-52016.5,26987.0, WA,JM3KE4DY9G0738155,2016.0
11337,Schaumburg,Mazda,61830.0,Mazda6Touring,11386.0, IL,1YVHZ8EH0D5M09141,2013.0
11338,Killeen,Mazda,73557.0,Mazda64dr,9955.0, TX,1YVHZ8DH7C5M32335,2012.0
11339,Wayne,Mazda,25197.0,Mazda3i,12900.0, NJ,JM1BM1T70E1133693,2014.0
11340,Louisville,Mazda,3890.0,CX-5Grand,26750.0, KY,JM3KE4DY5G0918880,2016.0
11341,Midlothian,Mazda,43899.0,Mazda3i,10800.0, VA,JM1BL1V80D1711573,2013.0
11342,Boise,Mazda,4336.0,CX-5Grand,19997.0, ID,JM3KE4DY1G0699075,2016.0
11343,Lafayette,Mazda,136121.0,CX-7AWD,7500.0, LA,JM3ER293780181363,2008.0
11344,Riverside,Mazda,47656.0,Mazda3i,14397.0, CA,3MZBM1W79EM120551,2014.0
11345,West Chester,Mazda,27496.0,Mazda6Grand,21950.0, PA,JM1GJ1W50F1188607,2015.0
11346,Miami,Mazda,4437.0,Mazda6Touring,21914.0, FL,JM1GL1V56H1136428,2017.0
11347,Westfield,Mazda,161233.0,Mazda35dr,3995.0, IN,JM1BK143441167863,2004.0
11348,Newark,Mazda,9005.0,CX-9Signature,37980.0, DE,JM3TCBEY9H0127864,2017.0
11349,Burlington,Mazda,7654.0,CX-5Grand,26694.0, NJ,JM3KE4DY9G0834769,2016.0
11350,Whittier,Mazda,43071.0,Mazda3i,12495.0, CA,3MZBM1U73FM214400,2015.0
11351,Cerritos,Mazda,62528.0,Mazda3s,16630.0, CA,JM1BM1M34E1178602,2014.0
11352,Nashville,Mazda,96708.0,Mazda24dr,5900.0, TN,JM1DE1KY5C0135541,2012.0
11353,Waukegan,Mazda,15670.0,Mazda3,17597.0, IL,3MZBN1V79HM107222,2017.0
11354,San Antonio,Mazda,38864.0,Mazda3i,14110.0, TX,JM1BM1U71G1304873,2016.0
11355,Buda,Mazda,88384.0,MAZDA64dr,7695.0, TX,1YVHP82A695M35683,2009.0
11356,Fairless Hills,Mazda,13950.0,CX-5Touring,21816.0, PA,JM3KE4CY7F0504824,2015.0
11357,Harrisburg,Mazda,160455.0,MAZDA34dr,5000.0, PA,JM1BK323571649535,2007.0
11358,Phoenix,Mazda,78034.0,Mazda34dr,8996.0, AZ,JM1BL1U57B1475248,2011.0
11359,Mesa,Mazda,78075.0,CX-5Sport,10995.0, AZ,JM3KE2BE1E0362612,2014.0
11360,Miami,Mazda,36258.0,Mazda2Sport,7345.0, FL,JM1DE1KY3E0187690,2014.0
11361,NORWOOD,Mazda,13658.0,CX-5Grand,30412.0, MA,JM3KFBDL9H0105517,2017.0
11362,Akron,Mazda,8357.0,Mazda6Touring,21477.0, OH,JM1GL1V58H1130923,2017.0
11363,Valparaiso,Mazda,48635.0,Mazda3i,13799.0, IN,JM1BM1L72E1167618,2014.0
11364,St. Peters,Mazda,21900.0,MX5,16490.0, MO,JM1NC2JF2C0225956,2012.0
11365,Gilbert,Mazda,17468.0,CX-5Grand,25991.0, AZ,JM3KE4DY1G0702914,2016.0
11366,San Antonio,Mazda,17846.0,CX-5Grand,23443.0, TX,JM3KE2DY5G0614419,2016.0
11367,TREVOSE,Mazda,26506.0,Mazda3i,11991.0, PA,3MZBM1U74EM117592,2014.0
11368,Bonita Springs,Mazda,29867.0,CX-9FWD,14991.0, FL,JM3TB2MA7A0231458,2010.0
11369,National City,Mazda,84113.0,Mazda34dr,10000.0, CA,JM1BL1UF7C1524751,2012.0
11370,Sherwood,Mazda,114646.0,CX-5Touring,11000.0, AR,JM3KE2CE5D0121603,2013.0
11371,Hurst,Mazda,25748.0,CX-5Grand,21492.0, TX,JM3KE2DY2F0483724,2015.0
11372,Manteca,Mazda,40446.0,Mazda35dr,15999.0, CA,JM1BL1K40B1392805,2011.0
11373,Boise,Mazda,36555.0,Mazda5Sport,12687.0, ID,JM1CW2BL2F0187166,2015.0
11374,Urbana,Mazda,28522.0,CX-9Grand,24500.0, IL,JM3TB3DA0E0447082,2014.0
11375,Old Saybrook,Mazda,36303.0,CX-5Grand,22941.0, CT,JM3KE4DY0F0488853,2015.0
11376,Inver Grove Heights,Mazda,87397.0,Mazda3i,10499.0, MN,JM1BL1L77D1792016,2013.0
11377,Merriam,Mazda,80475.0,CX-5Touring,13000.0, KS,JM3KE2CE6D0125790,2013.0
11378,Martinez,Mazda,23581.0,CX-5Touring,22075.0, GA,JM3KE2CY6G0705474,2016.0
11379,Wellesley,Mazda,38982.0,CX-9Grand,24887.0, MA,JM3TB3DV8E0440853,2014.0
11380,SHREWSBURY,Mazda,48751.0,CX-5Grand,21900.0, MA,JM3KE4DY9F0433852,2015.0
11381,Fresno,Mazda,39328.0,CX-5Touring,18997.0, CA,JM3KE2CY5G0808952,2016.0
11382,Tracy,Mazda,12546.0,CX-5Grand,26888.0, CA,JM3KE2DY3G0884216,2016.0
11383,Garland,Mazda,59562.0,Mazda3i,11999.0, TX,JM1BL1M77D1785839,2013.0
11384,Edmonds,Mazda,19915.0,CX-9Touring,25987.0, WA,JM3TB3CVXF0468446,2015.0
11385,Cincinnati,Mazda,43540.0,CX-5Grand,21399.0, OH,JM3KE4DY9F0505410,2015.0
11386,Pikeville,Mazda,37276.0,CX-5Sport,16950.0, KY,JM3KE4BY1F0483180,2015.0
11387,Victor,Mazda,75036.0,CX-9AWD,11989.0, NY,JM3TB3MV1A0233389,2010.0
11388,Knoxville,Mazda,55662.0,MX5,8999.0, TN,JM1NC25F360121894,2006.0
11389,ORLANDO,Mazda,3745.0,Mazda6Touring,19995.0, FL,JM1GL1V53H1127637,2017.0
11390,Everett,Mazda,3660.0,Mazda3i,18685.0, WA,JM1BM1V73G1297195,2016.0
11391,Seattle,Mazda,11348.0,CX-5Grand,29871.0, WA,JM3KE4DY2G0880945,2016.0
11392,El Paso,Mazda,75923.0,CX-9Touring,16995.0, TX,JM3TB3CA0D0404734,2013.0
11393,DAPHNE,Mazda,20207.0,CX-3FWD,17586.0, AL,JM1DKDB70H0148755,2017.0
11394,Staten Island,Mazda,4422.0,Mazda6Grand,28999.0, NY,JM1GJ1W51G1459305,2016.0
11395,Albuquerque,Mazda,75399.0,CX-9FWD,15274.0, NM,JM3TB2DVXB0331140,2011.0
11396,Sacramento,Mazda,14030.0,Mazda6Touring,17987.0, CA,JM1GJ1V58G1480041,2016.0
11397,Vacaville,Mazda,9742.0,Mazda3i,19995.0, CA,JM1BM1X7XG1298762,2016.0
11398,Greensboro,Mazda,28675.0,CX-5Sport,16950.0, NC,JM3KE2BY2G0642780,2016.0
11399,Southern Pines,Mazda,25364.0,CX-5Touring,18477.0, NC,JM3KE2CY0E0321770,2014.0
11400,Lompoc,Mazda,19929.0,CX-5Grand,24856.0, CA,JM3KE2DY8G0763293,2016.0
11401,Lakeville,Mazda,36326.0,CX-9Grand,24629.0, MN,JM3TB3DA2E0439677,2014.0
11402,Hialeah,Mazda,44537.0,Mazda6Sport,9999.0, FL,JM1GJ1U61E1153259,2014.0
11403,Delray Beach,Mazda,31304.0,Mazda3i,13595.0, FL,JM1BM1U73E1138885,2014.0
11404,Tallahassee,Mazda,51500.0,MAZDA35dr,7990.0, FL,JM1BK343381868122,2008.0
11405,Sanford,Mazda,45270.0,Mazda5Sport,11285.0, FL,JM1CW2BL8F0190332,2015.0
11406,Fredericksburg,Mazda,9957.0,CX-52016.5,26525.0, VA,JM3KE4DY0G0888994,2016.0
11407,Lakeland,Mazda,9786.0,Mazda3i,12984.0, FL,JM1BM1V70E1143878,2014.0
11408,Englewood,Mazda,26430.0,CX-5Touring,20590.0, CO,JM3KE4CY6F0449248,2015.0
11409,Portsmouth,Mazda,12561.0,Mazda3i,16250.0, NH,JM1BM1V76E1212377,2014.0
11410,Middletown,Mazda,51203.0,Mazda34dr,9990.0, CT,JM1BL1V61C1584488,2012.0
11411,Grand Rapids,Mazda,113301.0,Tribute4WD,6950.0, MI,4F2CZ92Z38KM18782,2008.0
11412,Brandon,Mazda,9751.0,MX5,19999.0, FL,JM1NC2MF5D0228119,2013.0
11413,Abilene,Mazda,1896.0,Mazda3i,16800.0, TX,3MZBM1L77GM245121,2016.0
11414,Avondale,Mazda,175.0,Mazda3,23986.0, AZ,JM1BN1W31H1136435,2017.0
11415,Elmhurst,Mazda,126594.0,MAZDA65dr,4953.0, IL,1YVHP84D975M02326,2007.0
11416,Glendale,Mazda,117239.0,Mazda34dr,7499.0, AZ,JM1BL1U63B1391467,2011.0
11417,Redwood City,Mazda,8279.0,Mazda5Touring,13900.0, CA,JM1CW2CL7F0180194,2015.0
11418,Miami,Mazda,170117.0,MAZDA35dr,4999.0, FL,JM1BK343481840166,2008.0
11419,West Allis,Mazda,8735.0,CX-9AWD,28995.0, WI,JM3TCBBY6G0125251,2016.0
11420,Tempe,Mazda,104498.0,CX-5Touring,12378.0, AZ,JM3KE2CY0E0411355,2014.0
11421,Chesapeake,Mazda,65492.0,CX-7FWD,8500.0, VA,JM3ER293X90230508,2009.0
11422,Philadelphia,Mazda,6974.0,CX-5Touring,22999.0, PA,JM3KE4CY3G0894905,2016.0
11423,Englewood,Mazda,92443.0,MAZDA34dr,6488.0, CO,JM1BK32F091221398,2009.0
11424,Las Vegas,Mazda,99965.0,Mazda54dr,7795.0, NV,JM1CW2BL6C0118900,2012.0
11425,Tampa,Mazda,144711.0,Tribute3.0L,4976.0, FL,4F2CZ96176KM03025,2006.0
11426,Chicago,Mazda,42123.0,Mazda5Sport,13526.0, IL,JM1CW2BL1F0189068,2015.0
11427,Pinellas Park,Mazda,49557.0,6264dr,2851.0, FL,1YVGF22C6W5702135,1998.0
11428,Wesley Chapel,Mazda,38575.0,CX-9Touring,22190.0, FL,JM3TB2CA2F0447968,2015.0
11429,San Jose,Mazda,124583.0,Mazda64dr,5577.0, CA,1YVFP80C535M36438,2003.0
11430,San Jose,Mazda,26584.0,Mazda3i,14177.0, CA,JM1BM1L73E1213683,2014.0
11431,Sherman,Mazda,40503.0,CX-5Touring,20313.0, TX,JM3KE2CY7G0727970,2016.0
11432,Fairless Hills,Mazda,33794.0,CX-5Grand,22849.0, PA,JM3KE4DY1F0480003,2015.0
11433,Countryside,Mazda,39467.0,Mazda6Grand,16800.0, IL,JM1GJ1W6XE1135520,2014.0
11434,Wooster,Mazda,24306.0,CX-5Grand,26295.0, OH,JM3KE4DYXG0710221,2016.0
11435,Philadelphia,Mazda,54848.0,Mazda6Grand,15995.0, PA,JM1GJ1W5XF1188601,2015.0
11436,Maple Heights,Mazda,24876.0,Mazda3i,14197.0, OH,JM1BM1V79E1157665,2014.0
11437,Worcester,Mazda,45016.0,CX-5Grand,20880.0, MA,JM3KE4DY3F0480942,2015.0
11438,Olympia,Mazda,120582.0,Mazda64dr,10411.0, WA,1YVHZ8DH8C5M38256,2012.0
11439,St. Charles,Mazda,54357.0,MX5,8997.0, IL,JM1NB353650410961,2005.0
11440,Conroe,Mazda,23323.0,MX5,21988.0, TX,JM1NC2PF3E0237205,2014.0
11441,Centennial,Mazda,80323.0,CX-9AWD,9594.0, CO,JM3TB38Y070112141,2007.0
11442,Bethlehem,Mazda,35312.0,Mazda3i,12995.0, PA,JM1BM1V70E1157697,2014.0
11443,El Paso,Mazda,48735.0,CX-5Touring,17995.0, TX,JM3KE2CY3F0486620,2015.0
11444,St. Peters,Mazda,41793.0,CX-5Grand,23490.0, MO,JM3KE4DY7F0483150,2015.0
11445,Las Vegas,Mazda,62691.0,Mazda2Sport,7000.0, NV,JM1DE1KZ7E0186549,2014.0
11446,Wilmington,Mazda,13487.0,Mazda3i,19493.0, NC,JM1BM1N79G1329471,2016.0
11447,Tustin,Mazda,109538.0,CX-7FWD,8994.0, CA,JM3ER2BM3C0421519,2012.0
11448,Doral,Mazda,45211.0,CX-5Touring,16900.0, FL,JM3KE2CYXF0519631,2015.0
11449,Oak Lawn,Mazda,43436.0,CX-5Sport,16495.0, IL,JM3KE4BY5G0618601,2016.0
11450,Clanton,Mazda,36059.0,MX5,23400.0, AL,JM1NDAD77G0100209,2016.0
11451,North Plainfield,Mazda,115954.0,MX5,4788.0, NJ,JM1NB3531X0124437,1999.0
11452,Gladstone,Mazda,13553.0,Mazda3s,19998.0, OR,JM1BM1X3XG1314875,2016.0
11453,Kingwood,Mazda,30806.0,CX-5Touring,20397.0, TX,JM3KE2CY2G0743588,2016.0
11454,Fairfax,Mazda,21668.0,Mazda6Grand,20997.0, VA,JM1GJ1W50G1419488,2016.0
11455,Mesa,Mazda,21930.0,MX5,19897.0, AZ,JM1NC2PF8F0242689,2015.0
11456,Milwaukie,Mazda,17852.0,CX-5Sport,19888.0, OR,JM3KE4BY6G0688141,2016.0
11457,Brooklyn,Mazda,89758.0,CX-7AWD,9984.0, NY,JM3ER4WL3A0332396,2010.0
11458,Fort Collins,Mazda,88418.0,CX-5Grand,17980.0, CO,JM3KE4DY8E0342652,2014.0
11459,Alcoa,Mazda,3791.0,MX5,24698.0, TN,JM1NDAD73G0108596,2016.0
11460,San Antonio,Mazda,72451.0,Mazda34dr,8995.0, TX,JM1BL1VF2B1355056,2011.0
11461,RICHFIELD,Mazda,23436.0,Mazda3i,15100.0, MN,JM1BM1L79E1209637,2014.0
11462,Inver Grove Heights,Mazda,128656.0,Mazda34dr,4999.0, MN,JM1BK323641205107,2004.0
11463,Orange Park,Mazda,85561.0,Mazda2Touring,8895.0, FL,JM1DE1LY8D0155556,2013.0
11464,Manchester,Mazda,68335.0,CX-5Grand,17995.0, CT,JM3KE4DY8F0507178,2015.0
11465,Riverside,Mazda,113895.0,Mazda3i,9995.0, CA,JM1BM1V74E1127716,2014.0
11466,Clarksville,Mazda,130056.0,CX-92WD,8988.0, TN,JM3TB28Y970116506,2007.0
11467,Miami Gardens,Mazda,20191.0,CX-5Touring,15999.0, FL,JM3KE2CY3F0472278,2015.0
11468,Egg Harbor Township,Mazda,60596.0,MX5,13995.0, NJ,JM1NC2FF9A0212255,2010.0
11469,Aurora,Mazda,137000.0,Mazda64dr,4490.0, CO,1YVFP80C445N18971,2004.0
11470,Colorado Springs,Mazda,5915.0,CX-9AWD,28820.0, CO,JM3TCBBY3G0100176,2016.0
11471,Saint Cloud,Mazda,41177.0,Mazda3i,11888.0, MN,JM1BL1LP8D1788119,2013.0
11472,Elgin,Mazda,54833.0,CX-5Grand,20900.0, IL,JM3KE4DY8F0457222,2015.0
11473,San Diego,Mazda,7454.0,CX-52016.5,26990.0, CA,JM3KE2DY1G0851246,2016.0
11474,Tampa,Mazda,32583.0,Mazda3i,12400.0, Fl,JM1BM1T72F1236714,2015.0
11475,Tallahassee,Mazda,32267.0,Mazda3i,10990.0, FL,JM1BL1TFXD1761415,2013.0
11476,Bristol,Mazda,79172.0,CX-9AWD,12500.0, CT,JM3TB3CV2B0331950,2011.0
11477,Lawrence,Mazda,18292.0,Mazda3i,13854.0, KS,JM1BM1U75E1193161,2014.0
11478,Schaumburg,Mazda,55193.0,CX-9Grand,21799.0, IL,JM3TB3DA7E0437553,2014.0
11479,Countryside,Mazda,20643.0,CX-5Touring,19999.0, IL,JM3KE2CY9G0625506,2016.0
11480,Fredericksburg,Mazda,122298.0,Mazda35dr,6990.0, VA,JM1BL1H53A1106671,2010.0
11481,Mechanicsburg,Mazda,20550.0,CX-3AWD,19895.0, PA,JM1DKFB75G0138510,2016.0
11482,Greensboro,Mazda,17404.0,Mazda3i,13100.0, NC,JM1BM1T70E1133158,2014.0
11483,Kihel,Mazda,104596.0,MAZDA64dr,6995.0, HI,1YVHP80C885M02381,2008.0
11484,Houston,Mazda,63954.0,CX-9AWD,18999.0, TX,JM3TB3DA9C0360911,2012.0
11485,Ft. Collins,Mazda,45036.0,CX-5Touring,17200.0, CO,JM3KE4CY3F0436232,2015.0
11486,Santa Barbara,Mazda,34707.0,Mazda3i,14888.0, CA,JM1BM1T76G1299414,2016.0
11487,Richardson,Mazda,35032.0,CX-5Touring,17000.0, TX,JM3KE2CY6E0356698,2014.0
11488,Ogden,Mazda,115785.0,Mazda34dr,7500.0, UT,JM1BL1V72C1676363,2012.0
11489,Renton,Mazda,52274.0,CX-5Sport,17999.0, WA,JM3KE2BEXF0485309,2015.0
11490,San Antonio,Mazda,3575.0,CX-3AWD,20995.0, TX,JM1DKBC79G0106814,2016.0
11491,Tulsa,Mazda,21575.0,Mazda3i,14500.0, OK,JM1BM1K77E1132784,2014.0
11492,Gladstone,Mazda,21558.0,CX-9Grand,29991.0, OR,JM3TB3DV5F0468983,2015.0
11493,Manchester,Mazda,47119.0,Mazda6Grand,17000.0, NH,JM1GJ1W65E1159224,2014.0
11494,Livonia,Mazda,103143.0,CX-5Touring,10979.0, MI,JM3KE2CE3D0124760,2013.0
11495,Hanover,Mazda,134181.0,Mazda6Touring,10990.0, PA,JM1GJ1T67E1115732,2014.0
11496,Merriam,Mazda,28746.0,Mazda3i,14000.0, KS,JM1BM1V7XE1186463,2014.0
11497,San Antonio,Mazda,55310.0,CX-7FWD,10495.0, TX,JM3ER2A59C0412396,2012.0
11498,West Springfield,Mazda,36867.0,CX-5Grand,22769.0, MA,JM3KE4DY2F0507077,2015.0
11499,Renton,Mazda,12559.0,CX-3AWD,22888.0, WA,JM1DKFD79H0148360,2017.0
11500,Salt Lake City,Mazda,108450.0,Mazda34dr,5400.0, UT,JM1BL1UF8B1473890,2011.0
11501,Allentown,Mazda,22796.0,CX-5Grand,21773.0, PA,JM3KE4DY9E0362523,2014.0
11502,McKinney,Mazda,3723.0,Mazda3,23498.0, TX,3MZBN1V75HM151380,2017.0
11503,Fort Lauderdale,Mazda,11830.0,MX5,18370.0, FL,JM1NC2PF0D0229898,2013.0
11504,Fairfax,Mazda,17966.0,Mazda3i,14395.0, VA,JM1BM1V71E1146501,2014.0
11505,Wilsonville,Mazda,26697.0,CX-5Touring,17997.0, OR,JM3KE2CY4F0546792,2015.0
11506,Wappingers Falls,Mazda,31586.0,Mazda6Grand,21992.0, NY,JM1GJ1W55F1193320,2015.0
11507,Woodbridge,Mazda,117237.0,Mazda64dr,6448.0, VA,1YVHZ8BH8C5M26675,2012.0
11508,Florence,Mazda,64150.0,Mazda3i,10888.0, KY,JM1BL1U71D1751654,2013.0
11509,Omaha,Mazda,52567.0,Mazda3i,14894.0, NE,JM1BM1T78E1191745,2014.0
11510,Gladstone,Mazda,39798.0,CX-9Touring,21988.0, OR,JM3TB3CV7D0402269,2013.0
11511,Schaumburg,Mazda,25425.0,Mazda6Touring,18223.0, IL,JM1GJ1T65F1172402,2015.0
11512,Clearwater,Mazda,96057.0,MAZDA34dr,5574.0, FL,JM1BK32F081156096,2008.0
11513,Wayne,Mazda,29950.0,Mazda3i,15900.0, NJ,JM1BM1M70E1216796,2014.0
11514,Port Richey,Mazda,99602.0,Mazda34dr,6992.0, FL,JM1BL1SF9A1241235,2010.0
11515,Cleveland,Mazda,48838.0,CX-5Grand,19981.0, OH,JM3KE4DY6F0435218,2015.0
11516,Tampa,Mazda,87050.0,CX-5Sport,11482.0, FL,JM3KE2BE0D0168880,2013.0
11517,Chesapeake,Mazda,163696.0,Tribute3.0L,3000.0, VA,4F2YZ94104KM27186,2004.0
11518,Langhorne,Mazda,85156.0,Mazda64dr,9999.0, PA,1YVHZ8CH8B5M21733,2011.0
11519,Akron,Mazda,33579.0,Mazda6Touring,15977.0, OH,JM1GJ1V55F1188457,2015.0
11520,Logan,Mazda,26175.0,Mazda3i,14210.0, UT,3MZBM1U70FM164247,2015.0
11521,Daphne,Mazda,17207.0,CX-5Grand,24900.0, AL,JM3KE2DY5G0833672,2016.0
11522,Tracy,Mazda,11622.0,CX-5Grand,26089.0, CA,JM3KE2DY8G0838865,2016.0
11523,White Bear Lake,Mazda,17041.0,CX-52016.5,16986.0, MN,JM3KE2BE0G0845754,2016.0
11524,Temecula,Mazda,3572.0,Mazda3i,18995.0, CA,3MZBM1M73GM321884,2016.0
11525,Sacramento,Mazda,43057.0,Mazda3i,14483.0, CA,3MZBM1K76EM122456,2014.0
11526,Franklin,Mazda,2240.0,MX5,26990.0, TN,JM1NDAD72G0116026,2016.0
11527,Philadelphia,Mazda,26522.0,CX-5Grand,22980.0, PA,JM3KE4DY2F0464781,2015.0
11528,St George,Mazda,24400.0,Mazda6Sport,18000.0, UT,JM1GJ1U58G1455982,2016.0
11529,Fairhaven,Mazda,12454.0,Mazda6Sport,15900.0, MA,JM1GJ1U67F1163828,2015.0
11530,Nampa,Mazda,122528.0,MX5,6700.0, ID,JM1NB3536X0115149,1999.0
11531,Inver Grove Heights,Mazda,20693.0,CX-5Touring,22999.0, MN,JM3KE4CY1G0675862,2016.0
11532,Mesa,Mazda,43981.0,Mazda3i,9999.0, AZ,JM1BL1VP6D1828307,2013.0
11533,West Chester,Mazda,3249.0,CX-5Touring,24996.0, PA,JM3KE4CYXG0871346,2016.0
11534,Elmhurst,Mazda,131977.0,Mazda34dr,5885.0, IL,JM1BK123261424458,2006.0
11535,Cincinnati,Mazda,5418.0,Mazda3,20988.0, OH,JM1BN1W30H1133364,2017.0
11536,Greeneville,Mazda,38234.0,Mazda6Grand,19494.0, TN,JM1GJ1W54F1217705,2015.0
11537,St. James,Mazda,33055.0,CX-5Touring,18999.0, NY,JM3KE4CY4F0481566,2015.0
11538,San Antonio,Mazda,34337.0,Mazda6Grand,17894.0, TX,JM1GJ1W53F1206226,2015.0
11539,Columbia,Mazda,92130.0,Mazda54dr,6995.0, TN,JM1CR2W36A0383850,2010.0
11540,Louisville,Mazda,26987.0,CX-5Touring,20000.0, KY,JM3KE2CY8G0635234,2016.0
11541,Shelbyville,Mazda,4625.0,CX-3AWD,22777.0, TN,JM1DKBD79G0123059,2016.0
11542,Cincinnati,Mazda,85792.0,Mazda3i,7995.0, OH,JM1BL1TF4D1829594,2013.0
11543,Lindon,Mazda,41440.0,Mazda3MAZDASPEED3,14499.0, UT,JM1BL1L4XD1721768,2013.0
11544,Bloomington,Mazda,24000.0,CX-5Sport,16988.0, MN,JM3KE2BE0F0459253,2015.0
11545,Cabot,Mazda,61622.0,CX-9Grand,17295.0, AR,JM3TB3DA9D0415147,2013.0
11546,Seattle,Mazda,75607.0,Mazda34dr,8000.0, WA,JM1BL1VF4B1475151,2011.0
11547,Fayetteville,Mazda,79323.0,MX5,5800.0, GA,JM1NB353440400363,2004.0
11548,Macomb,Mazda,43111.0,Mazda3i,12500.0, MI,3MZBM1U73FM180474,2015.0
11549,Lee's Summit,Mazda,6488.0,Mazda6Grand,33295.0, MO,JM1GJ1W58G1417486,2016.0
11550,Oxford,Mazda,15667.0,MX5,17566.0, PA,JM1NC2LF9E0235495,2014.0
11551,Austin,Mazda,32034.0,Mazda3i,14995.0, TX,3MZBM1V78FM145668,2015.0
11552,Peoria,Mazda,12152.0,Mazda3i,14900.0, AZ,JM1BM1T77G1296201,2016.0
11553,Naugatuck,Mazda,25900.0,CX-5Sport,15495.0, CT,JM3KE4BY8F0523996,2015.0
11554,Orland Park,Mazda,4373.0,CX-3AWD,22995.0, IL,JM1DKFD74H0144474,2017.0
11555,San Diego,Mazda,75787.0,Mazda54dr,9999.0, CA,JM1CW2CL7C0141519,2012.0
11556,Fort Smith,Mazda,56542.0,CX-5Sport,14401.0, AR,JM3KE2BE8E0356533,2014.0
11557,Apex,Mazda,44946.0,Mazda3i,12685.0, NC,JM1BM1V79E1120003,2014.0
11558,Greenville,Mazda,80158.0,Mazda3i,7991.0, TX,JM1BL1TF8D1814547,2013.0
11559,Langhorne,Mazda,96599.0,Mazda34dr,9998.0, PA,JM1BL1S62A1104119,2010.0
11560,Portland,Mazda,21236.0,CX-3AWD,21888.0, OR,JM1DKBD72G0110864,2016.0
11561,Indiana,Mazda,51247.0,Mazda34dr,10151.0, PA,JM1BL1U61B1435403,2011.0
11562,Wayne,Mazda,50.0,CX-3AWD,22900.0, NJ,JM1DKBD74G0124779,2016.0
11563,Mesquite,Mazda,38042.0,Mazda3i,13777.0, TX,3MZBM1U70FM132561,2015.0
